iso2c	Country	Year	AG.YLD.CREL.KG	EG.IMP.CONS.ZS	EG.USE.COMM.FO.ZS	FI.RES.TOTL.CD	MS.MIL.MPRT.KD	NY.GDP.PCAP.CD	SH.DYN.MORT	TX.VAL.MRCH.CD.WT	GDPPCKD	AG.PRD.CREL.MT	SP.POP.DPND	SP.POP.TOTL	EN.URB.LCTY.UR.ZS	SP.URB.TOTL.IN.ZS	SP.DYN.TFRT.IN	AG.LND.AGRI.ZS	EN.ATM.CO2E.PC	EG.USE.ELEC.KH.PC
CN	China	2007	5319.888	6.32703385031416	86.7482901208505	1546364662907.18	1.758e+09	2651.26012117243	20	1.220456e+12	2204.06967913003	456324000	37.1858064308151	1317885000	2.66825456842675	45.2036	1.617	55.256027527751	5.15356401658718	2330.26250393623
CN	China	2008	5547.589	5.9114730406513	86.6236497758603	1966037431955.09	1.683e+09	3413.58866142806	18.4	1.430693e+12	2403.31449661383	478474000	36.5714400925008	1324655000	2.61430700563929	46.5444	1.63	55.2535616980398	5.31115185538876	2457.54781433656
CN	China	2009	5447.478	8.45265557939615	87.1776285259716	2452899056407.32	1.054e+09	3749.27242367005	17.1	1.201612e+12	2611.16309426843	481563000	36.1978648736664	1331260000	2.56386402531946	47.8852	1.642	55.4440720624773	5.77814318390097	2632.72463681024
CN	China	2010	5526.722	10.1199583054877	87.688236784162	2913711653593.96	7.18e+08	4447.75621070076	16	1.577754e+12	2868.83647246358	496891000	36.0407665619867	1337705000	2.51710609660701	49.226	1.65	55.6206885974905	6.19485757472686	2943.69087354835
CN	China	2011	5707.302	10.8230306475484	88.3025716080976	3254674122432.29	1.112e+09	5441.75941193184	14.9	1.898381e+12	3121.81283901788	519403200	36.0952868989696	1344130000	2.47697747435017	50.5008	1.657	55.6578678257266	NA	3297.97043440739
DE	Germany	1960	NA	11.8953614730097	99.0201314574937	7083840799.60646	2.149e+09	NA	NA	11415500000	11906.9102298978	NA	48.2539509465282	72814900	6.27154025925927	71.384	2.37	NA	NA	1586.74941529824
DE	Germany	1961	2417.36	13.5821709827324	99.0409838776557	7180500799.36272	2.081e+09	NA	NA	12650600000	12352.7366529434	17257340	49.3925159106809	73377632	6.19923273190897	71.4982	2.45	55.4950877896486	NA	1683.4149131441
DE	Germany	1962	2962.16	19.1251440045564	99.1926602602252	6964883189.37745	2.731e+09	NA	NA	1.3244e+10	12814.5300337611	21166661	50.7149276666831	74025784	6.12565649137994	71.6124	2.44	55.5466445163693	NA	1790.68687742638
DE	Germany	1963	2925.186	23.8062284285152	99.3022062493854	7659475439.33812	3.51e+09	NA	NA	14577500000	13049.0842771057	20970320	52.1277407268432	74714353	6.05015872402185	71.7266	2.51	55.5724228797296	NA	1916.92752796775
DE	Germany	1964	3120.763	25.3259264350239	99.3976142723655	7895954158.96612	3.988e+09	NA	NA	16229700000	13811.6997246519	22737326	53.5090742538288	75318337	5.98281117744357	71.8408	2.54	55.7328215850829	NA	2060.547353827
DE	Germany	1965	2852.222	30.2072167842634	99.1023133667958	7445164398.79778	3.641e+09	NA	NA	17912500000	14413.9606077394	20620142	54.762908607919	75963695	5.91341404292875	71.955	2.5	55.9505055423481	NA	2194.20606119805
DE	Germany	1966	2878.008	34.6383968981054	98.8661477553038	8052102608.62024	3.337e+09	NA	NA	2.0157e+10	14677.9038177521	20742474	55.8461136209822	76600311	5.85000262923394	72.0188	2.53	55.9419127545613	NA	2300.49979823189
DE	Germany	1967	3483.255	40.0101484617887	98.7711851588268	8176361998.82748	1.345e+09	NA	NA	21761200000	14540.4922083197	25380099	56.7529521234516	76951336	5.80915586659603	72.0826	2.48	55.6010655056856	NA	2362.90894286748
DE	Germany	1968	3619.635	42.7659069598778	98.7821971152213	10843279098.355	1.031e+09	NA	27.1	2.4888e+10	15157.9114583209	26898318	57.4727832862976	77294314	5.769305572505	72.1464	2.38	55.237304156045	NA	2579.74991536894
DE	Germany	1969	3447.492	46.0097816383147	98.6385346571425	7152711599.58157	1.304e+09	NA	26.4	28851600000	16253.5710580178	25853039	58.0098166640256	77909682	5.70983843640501	72.2102	2.21	55.1485120155816	NA	2815.2213482273
DE	Germany	1970	3179.646	42.116742085607	97.8669903112039	13878868478.7115	1.434e+09	2672.01830424271	25.6	34228400000	16986.2065647653	23753864	58.3670922025062	78169289	5.67528129011719	72.274	2.03	54.4868673559992	NA	3834.17840732823
DE	Germany	1971	3788.558	42.5640900852433	98.0588816459674	19312512068.3673	2.543e+09	3089.07065831324	24.9	38844600000	17486.2210669239	28685065	58.5323257305022	78312842	5.63330478988215	72.3312	1.92	54.283504711712	NA	4064.45471612434
DE	Germany	1972	3770.218	45.626418813275	97.6536123877263	26942088801.4375	8.07e+08	3686.97031715304	24	46736500000	18151.130422579	28780064	58.4926942355343	78688452	5.57513323103214	72.3884	1.71	54.2749119239252	NA	4335.76962474748
DE	Germany	1973	3873.43	48.7115358328067	97.621438933721	41407645826.4055	1.891e+09	4883.81283088939	23.1	67563300000	18958.4958289839	29680306	58.253466276933	78936666	5.52667119681274	72.4456	1.54	54.1259702689543	NA	4654.9850483931
DE	Germany	1974	4178.841	47.2718544383534	97.1826928976729	49293768097.7698	1.952e+09	5457.01129597706	22	89368400000	19119.7871831897	32357236	57.8256712229751	78967433	5.49373663713549	72.5028	1.51	53.9082863116891	NA	4803.42320358824
DE	Germany	1975	3864.435	45.085998694162	96.2297600227125	42710980445.1677	1.649e+09	6035.00841537425	20.8	90175600000	19024.8700139109	30164053	57.2200218511748	78673554	5.48353664597107	72.56	1.45	53.8252226964168	NA	4743.9448331011
DE	Germany	1976	3495.708	48.4952023864434	96.3300431349143	45867194054.62	1.922e+09	6420.64030638832	19.6	1.02162e+11	20052.2533514788	27323692	56.4754758823161	78336950	5.47641546722154	72.6168	1.45	53.7278377681666	NA	5146.93257779375
DE	Germany	1977	3885.198	48.8599578791027	95.2001273738814	54220825708.5	1.234e+09	7434.89775832403	18.3	1.18072e+11	20770.4121886882	30306879	55.6037274636553	78159814	5.45832106334066	72.6736	1.4	53.5874889009824	NA	5285.26078631661
DE	Germany	1978	4285.189	50.0616982080272	95.1884250975718	75286196232.0193	8.99e+08	9175.9004610992	17.1	1.42453e+11	21413.9172871136	33762346	54.563429826596	78091820	5.43267697374461	72.7304	1.38	53.4442757712027	NA	5574.74521659247
DE	Germany	1979	4108.252	50.2320880475471	94.8335037549413	101318435634.552	6.8e+07	10916.7980760177	16	1.71804e+11	22292.8154038906	31729504	53.2977548485069	78126350	5.40006671498398	72.7872	1.38	53.258098702489	NA	5786.12721572171
DE	Germany	1980	4227.582	48.0298028710831	94.0920855874122	104701714445.761	2.26e+08	11746.4040971075	15	1.9286e+11	22560.0380292775	32712941	51.7943923788727	78288576	5.35886508708227	72.844	1.44	53.0432790078194	NA	5797.49975270977
DE	Germany	1981	4161.628	44.2496863212005	92.9744555830092	81553670077.7	3.37e+08	9879.45743452074	14.1	1.76047e+11	22644.9184840282	31688884	50.0263875655919	78407907	5.34471568050088	72.8174	1.43	52.8771517772749	NA	5832.06487070239
DE	Germany	1982	4568.298	42.1162319030457	91.9698731565125	88250240474.1438	4.86e+08	9593.65732614254	13.2	1.76424e+11	22576.970642281	34645710	48.0850286251553	78333366	5.34639880615452	72.7908	1.41	52.6909747085613	NA	5822.02735932476
DE	Germany	1983	4362.643	43.1064540177473	91.6537330506206	78986123146.3792	4.87e+08	9545.85934216367	12.5	1.69417e+11	22992.1688451615	33077787	46.2069676533599	78128282	5.34979430510962	72.7642	1.33	52.501933377252	NA	5965.45819348748
DE	Germany	1984	5036.622	42.8917551131964	90.0632118599277	69485150709.5048	3.76e+08	9012.47936891013	11.8	1.71735e+11	23723.0869539527	37838589	44.6819595380184	77858685	5.37278402349542	72.7376	1.29	52.3701772978547	NA	6239.97181560413
DE	Germany	1985	5072.707	41.3999799773813	87.9251977226599	75504366416.125	1.02e+08	9125.12102020117	11.1	1.83933e+11	24329.6586659375	37555294	43.6923572992345	77684873	5.41818133339245	72.711	1.37	52.2556067940309	NA	6448.5398592336
DE	Germany	1986	5084.799	43.9085583290489	88.6537578801395	88940640955.1	3.1e+08	13027.1950186109	10.6	2.43326e+11	24874.7731946009	37257105	43.3042562696437	77720436	5.47145645856328	72.7924	1.43	52.1524933405895	NA	6530.23871353475
DE	Germany	1987	4898.382	44.4736041239046	87.9053356613298	124833913793.4	3.47e+08	16139.051616963	10	2.94369e+11	25184.8371518921	35061112	43.4331608630764	77839920	5.76993447370661	72.8738	1.43	51.9147595451551	NA	6666.21959529249
DE	Germany	1988	5173.735	44.073217828842	86.9103403070969	97575995174	4.57e+08	17352.343206354	9.5	3.23323e+11	26016.6580031696	36931897	43.9185804642657	78144619	5.70764402974694	72.9552	1.46	51.8345601924784	NA	6776.30791187298
DE	Germany	1989	5203.612	43.6070961253414	86.449699534611	98876643504.8	8.18e+08	17190.8261345347	9	3.41231e+11	26822.1805731834	36881160	44.5220203333318	78751283	5.87840071987047	73.0366	1.42	51.7171254260591	NA	6835.32990821242
DE	Germany	1990	5411.135	46.9830209568844	86.8337701753773	104547305993.2	7.59e+08	21583.84352463	8.5	4.211e+11	27989.3850587229	37579589	45.0626896538139	79433029	5.89130733431327	73.118	1.45	51.6483831237648	NA	6639.73169146049
DE	Germany	1991	5986.117	51.1120872029466	87.0934230993125	96657194691	7.6e+08	22603.6164742698	8	4.02843e+11	29205.5854281874	39267852	45.5028343588793	80013896	5.87691110547495	73.1516	1.33	49.0820038381119	11.62264617136	6564.79719472728
DE	Germany	1992	5335.593	51.6788446801485	85.947970043825	122685796250	7.44e+08	25604.7254344539	7.6	4.30042e+11	29419.3605805039	34758462	45.8812315919154	80624598	5.85689347237342	73.1852	1.29	48.5521152579269	11.0633202537022	6445.87399989269
DE	Germany	1993	5710.528	54.5620005006045	86.0049055010534	114821966008.04	6.22e+08	24735.6202405848	7.2	3.80096e+11	28929.9152372916	35549250	46.1849375714979	81156363	5.84054666453894	73.2188	1.28	49.1578826764436	10.8142489332599	6288.41635005255
DE	Germany	1994	5827.596	56.4008236425682	86.0164985650359	113840950451.909	4.51e+08	26375.8457271458	6.8	4.26935e+11	29560.1693173163	36336493	46.418174187496	81438348	5.82293738691055	73.2524	1.24	49.5774970639627	10.6283919217025	6244.95722825812
DE	Germany	1995	6107.675	56.9018318577068	85.7764123009561	121816107023.497	2.22e+08	30887.8654852036	6.5	5.23461e+11	29995.8383442382	39863175	46.5898677154797	81678051	5.79932769126213	73.286	1.25	49.6791750214838	10.579466630515	6327.70975399499
DE	Germany	1996	6281.847	58.8114956114623	85.8735970851541	118323154082.742	2.06e+08	29749.9712591613	6.2	5.24649e+11	30154.1783063637	42135584	46.6727189085307	81914831	5.77197154900738	73.2422	1.3	49.6634105817984	10.8602336004331	6403.33372597692
DE	Germany	1997	6474.954	58.3624964105677	84.5985541025101	105207930249.604	6.1e+07	26296.5306126994	5.9	5.12891e+11	30646.9157239444	45485770	46.6673290112991	82034771	5.73251229857758	73.1984	1.35	49.6404526572124	10.5111125988271	6427.79876840273
DE	Germany	1998	6339.189	60.3287855869819	84.8899589289285	108265165068.598	7.2e+08	26547.775353907	5.7	5.43752e+11	31151.430958526	44574852	46.6469947838011	82047195	5.68515035951116	73.1546	1.36	49.776517105037	10.4252731613799	6479.49024948385
DE	Germany	1999	6697.678	59.0460819342996	83.8985510395498	93407179367.6352	1.5e+08	25956.6374131131	5.5	543539051856	31673.7587616	44460593	46.7130788345515	82100243	5.6523187969862	73.1108	1.36	49.1489483638031	10.0177587659515	6505.13299942364
DE	Germany	2000	6452.88	59.7912759279828	83.5894816885584	87496881067.2146	1.35e+08	22945.7088501507	5.4	551809817166	32674.0953929905	45271234	46.9356722582907	82211508	5.63417039120094	73.067	1.38	48.9124516406362	10.0956398829225	6635.42140596667
DE	Germany	2001	7051.981	61.1449299788712	83.5733371508906	82131888851.773	1.52e+08	22840.2740450113	5.2	571645076280	33154.0967989552	49686362	47.3413620240102	82349925	5.62695207957663	73.1246	1.35	48.8220120378332	10.3662866966788	6762.65339646636
DE	Germany	2002	6251.468	60.2666617311525	83.227238239458	89142520354.3872	6.9e+07	24325.6664494032	5.1	615830758336	33106.9960210731	43391328	47.9006456097352	82488495	5.61747291824498	73.1822	1.34	48.6355558103537	10.0471142793913	6900.78052702986
DE	Germany	2003	5749.085	59.8129429592043	82.9866587473683	96835205037.5402	6.9e+07	29367.4089436583	5	751560165085	32960.4388222268	39320467	48.5581595118726	82534176	5.60889284618193	73.2398	1.34	48.7400017201342	10.0977130249656	6983.33742376007
DE	Germany	2004	7357.229	59.3611541166547	82.3048236739902	97169984281.7501	2.25e+08	33040.0514092622	4.9	909886899885	33197.1386791945	51110273	49.2302270685411	82516260	5.60189262594609	73.2974	1.36	48.7799982796686	10.0088928897165	7082.53137018086
DE	Germany	2005	6723.234	59.3508965459071	82.2005493183934	101675936214.081	1.95e+08	33542.781383459	4.7	970914495277	33496.1858096077	45980200	49.8526248732812	82469422	5.60620064465498	73.355	1.34	48.8330083725198	9.78184774958166	7113.41228995154
DE	Germany	2006	6486.646	59.1615731100541	81.521528300675	111637054560.357	4.05e+08	35237.6032582424	4.6	1108106645280	34838.5542603401	43474800	50.4207574034929	82376451	5.6215794307846	73.447	1.33	48.5948612066988	9.81906256194504	7174.13766708643
DE	Germany	2007	6182.907	57.2987010268022	80.6596730231703	135932296345.311	8.1e+07	40402.9900838719	4.5	1321214030850	36067.2144359518	40632149	50.9476942047082	82266372	5.64212781714601	73.539	1.37	48.6133019760805	9.53020756768027	7184.30855319595
DE	Germany	2008	7118.766	59.191255638531	80.2358424956466	138564427417.114	1.03e+08	44132.0418157452	4.4	1446171446714	36425.457116082	50104859	51.407110492467	82110097	5.66598215357134	73.631	1.38	48.5356968706078	9.54035175479089	7149.10859257662
DE	Germany	2009	7199.417	58.8162275895547	79.17109593113	179040269400.033	1.22e+08	40275.2507638384	4.3	1120040579680	34665.3274175466	49808770	51.7693592436171	81902307	5.6934900638155	73.723	1.36	48.4380826711798	8.9405120419868	6753.05763975611
DE	Germany	2010	6718.45	59.7772573414264	78.2474908104885	215977859080.438	6.6e+07	40163.8174019314	4.2	1258923828150	36115.6391192974	44314391	52.0192492147473	81776930	5.71459897007553	73.815	1.39	47.9100324181656	9.11484150847923	7162.20332555893
DE	Germany	2011	6460.678	60.1647616981655	79.8187697915217	234104163353.968	1.12e+08	44021.2196908503	4.1	1473985041600	37256.9388347376	41938200	52.1323772983455	81797673	5.72110197111726	73.9444	1.36	47.9645408382821	NA	7080.95938132617
ET	Ethiopia	1960	NA	NA	NA	52749599.997499	2.4e+07	NA	NA	77521600	120.82136862498	NA	85.5286702679091	22151218	36.4337842294241	6.433	6.88	NA	0.0158922186581343	NA
ET	Ethiopia	1961	714.553	NA	NA	54880449.99714	6e+06	NA	NA	75951800	123.16853207584	4203000	85.277803791161	22671134	35.3430951120249	6.6638	6.877	52.5304268846503	0.0150425205902801	NA
ET	Ethiopia	1962	702.281	NA	NA	63501369.996599	2.1e+07	NA	NA	80318900	125.41077611589	4279000	85.088774389878	23221344	34.3008467911625	6.8946	6.875	52.905540417802	0.0170548268007226	NA
ET	Ethiopia	1963	703.993	NA	NA	50180519.996171	2e+06	NA	NA	89926600	126.91297069488	4304000	84.9879940294403	23798397	33.3077597045469	7.1254	6.872	53.0245231607629	0.0177198909657655	NA
ET	Ethiopia	1964	723.461	NA	NA	61174239.996153	4e+06	NA	NA	105012000	130.99949748525	4453700	85.005064994961	24396981	32.3691427562815	7.3562	6.867	52.9791099000908	0.0166839085540953	NA
ET	Ethiopia	1965	732.283	NA	NA	77165919.996139	1.4e+07	NA	NA	115932000	136.66636197408	4561100	85.1563710117101	25013551	31.4818152594375	7.587	6.864	53.2924613987284	0.0258016944495406	NA
ET	Ethiopia	1966	741.046	NA	NA	78676089.995119	8.4e+07	NA	238.9	111008000	138.61691910629	4661400	85.4386219108093	25641137	30.7742679294378	7.7872	6.867	53.3787465940055	0.0321777852518787	NA
ET	Ethiopia	1967	744.448	NA	NA	64681199.995099	3e+07	NA	238	101096000	140.12054227666	4726200	85.8365673523578	26280676	30.1068619840356	7.9874	6.88	53.4514078110808	0.0408829285822024	NA
ET	Ethiopia	1968	724.312	NA	NA	67958899.994989	3.3e+07	NA	237.4	106408000	137.64717302013	4653200	86.3361749925506	26945326	30.0481533097265	8.1876	6.903	53.5603996366939	0.0640985750181683	NA
ET	Ethiopia	1969	761.623	NA	NA	71858799.994941	2.2e+07	NA	237.4	119248000	140.08325179006	4950400	86.9176719856652	27653511	29.9745913640064	8.3878	6.937	53.7693006357856	0.0603353765820188	NA
ET	Ethiopia	1970	770.539	NA	NA	71745619.992974	6.8e+07	NA	237	122360000	146.74492924815	5070300	87.5599303111084	28414999	29.8837004727622	8.588	6.978	53.7238873751135	0.0582022543798084	NA
ET	Ethiopia	1971	784.507	3.95681275580865	3.95680449675655	69633995.09319	4.9e+07	NA	237.2	126080000	148.56345024728	5232900	88.2637536586233	29246389	29.8470090542319	8.7624	7.02	53.8964577656676	0.0633184151383612	18.8741249389796
ET	Ethiopia	1972	803.531	3.54753050641003	3.54753856782512	99364642.19318	3.3e+07	NA	237.3	1.67e+08	150.7186768703	5166300	89.013221781626	30135531	29.7910389000866	8.9368	7.06	54.0690281562216	0.0467265036743504	18.715449215081
ET	Ethiopia	1973	827.338	3.65007161065423	3.65008727609677	194875556.99318	5e+06	NA	237.4	238878000	151.31580392683	4370000	89.7575939524319	31029594	29.7638092363817	9.1112	7.094	54.0236148955495	0.0564888473887219	17.757241683536
ET	Ethiopia	1974	812.054	3.5480713897393	3.54807903815919	314837566.99318	1.6e+07	NA	237.6	268710000	150.0987272831	4345300	90.4425509613483	31856458	29.8369886380388	9.2856	7.121	53.9782016348774	0.054562186417586	17.0138186737521
ET	Ethiopia	1975	853.11	3.09401447126648	3.09399942164297	315252651.19318	5.8e+07	NA	237.6	240498000	147.25572101674	3808710	91.0408104462324	32569908	30.0453086539028	9.46	7.143	53.9327883742053	0.0371542345161061	16.4876118164043
ET	Ethiopia	1976	1063.663	3.07550862908819	3.07550862908819	331791548.89317	1.3e+08	NA	238.6	280469000	146.53445831198	4708090	91.53678925911	33145955	30.3583023110902	9.65	7.167	53.8873751135332	0.035512840103717	16.0200543324216
ET	Ethiopia	1977	1035.489	2.99665087159318	2.99665087159317	260491671.4	1.096e+09	NA	239.4	332831000	149.70765795471	4380120	91.9539998743466	33615472	30.7889099352048	9.84	7.195	53.8692098092643	0.031198788462646	15.0228442426749
ET	Ethiopia	1978	897.315	3.28946147828874	3.28946866937445	217562055.79998	1.016e+09	NA	240.1	306101000	148.90942137398	3997360	92.3508089668122	34054601	31.2733365165245	10.03	7.23	53.850136239782	0.0402723261975673	15.7100651392157
ET	Ethiopia	1979	1123.682	3.41918368975265	3.41919076315504	319158931.9996	1.13e+08	NA	240.4	417551000	156.37015429922	5203770	92.8019131660349	34570544	31.7114419834235	10.22	7.271	53.8392370572207	0.0534607728475433	17.240110540349
ET	Ethiopia	1980	1260.726	3.47848409417222	3.47849102661343	262284680.9959	3.66e+08	NA	239.5	4.25e+08	159.75118040929	6403227	93.3496095413855	35241209	32.0348046219632	10.41	7.316	53.6920980926431	0.0517149964974244	18.0186780765666
ET	Ethiopia	1981	1190.703	3.62339898786824	3.62339898786824	370055183.9896	3.65e+08	201.392352856183	237.4	3.8e+08	155.98103691961	5610377	94.0036073547668	36094424	32.1595418868068	10.6186	7.36	53.4604904632153	0.0517116715867249	18.8948852598396
ET	Ethiopia	1982	1165.045	3.28289071498366	3.28289730606165	277333083.096581	5.57e+08	206.117101749977	234.1	3.99e+08	153.03687931206	5393494	94.7244934410177	37110033	32.1759890955099	10.8272	7.397	53.2288828337875	0.0399209561468188	19.6173363683077
ET	Ethiopia	1983	1335.846	3.35617743433795	3.3561710489045	205607266.49353	4.05e+08	222.239777910774	230.3	4.03e+08	160.5564941593	6718279	95.446230589784	38259330	32.1159245968947	11.0358	7.424	52.9954586739328	0.0482104887879636	20.3871839888466
ET	Ethiopia	1984	1169.844	3.02597752967385	3.02598373447806	108775329.999791	3.57e+08	203.44440883575	225.7	4.17e+08	151.01329584086	5516819	96.088943270768	39493610	31.9872943606246	11.2444	7.437	52.5794732061762	0.0421541105004075	21.3199046630582
ET	Ethiopia	1985	880.614	3.00958959994259	3.00959561170326	216340715.59982	3.32e+08	230.735747743566	221.4	3.33e+08	129.90650474029	4239874	96.6051014810032	40777189	31.6122088658218	11.453	7.435	52.3978201634877	0.0445142258334678	19.8395235139921
ET	Ethiopia	1986	965.649	3.37713537795469	3.37714117885851	332198100	4.33e+08	232.150224947582	217.5	4.55e+08	137.95578017527	4819987	96.9819077760904	42100969	31.1878334521002	11.6866	7.418	52.1207992733878	0.0526084803416282	19.8332727211101
ET	Ethiopia	1987	1152.868	3.99439151687892	3.99439710034812	223865105.4	3.24e+08	240.290088299119	214.1	3.55e+08	152.11069423953	5707736	97.2458720378769	43477401	30.7745939649614	11.9202	7.387	51.7983651226158	0.0593772383036419	20.2634007492766
ET	Ethiopia	1988	1214.083	3.91704578936837	3.91704037610083	149969164	2.27e+08	241.02243273462	210.8	4.29e+08	148.01768417852	6136960	97.4387682897712	44916621	30.3681046761119	12.1538	7.347	51.566757493188	0.0595156746096284	19.2356410781657
ET	Ethiopia	1989	1172.208	4.02404493426419	4.02404493426418	123044566.4	4.6e+07	245.271697215462	207.6	4.65e+08	142.72817375573	5733573	97.6147060373336	46435325	29.9542806757342	12.3874	7.298	51.3351498637602	0.0608859095957657	18.6495948935428
ET	Ethiopia	1990	1238.052	4.11889774892743	4.11889774892743	55191078.8	3e+06	251.496337694812	204	2.98e+08	141.80946512679	6137530	97.8070867793478	48042755	29.5352033707981	12.621	7.246	51.1462306993642	0.0628178171713924	22.5216060153087
ET	Ethiopia	1991	1307.527	3.95821627668063	3.95821627668064	106436547.3	8e+07	268.604819997085	199.8	1.89e+08	127.30125522751	5810665	98.0195270688284	49743883	29.0924838318174	12.8622	7.193	51.0063578564941	0.0600061318092116	21.8720360049094
ET	Ethiopia	1992	1155.835	2.75757568332155	2.75757568332155	270054750	NA	202.096625593011	194.5	1.69e+08	112.36938829603	5034885	98.2345341763707	51525658	28.6566481199936	13.1034	7.143	50.9582198001816	0.0575752569719731	21.6785198550982
ET	Ethiopia	1993	1312.968	3.36053958349046	3.36053467975519	499938575.11	NA	164.241143561303	188.5	1.99e+08	122.92727301059	5304825	98.4369243428211	53357867	28.2409796800934	13.3446	7.094	30.54	0.0567665495324241	23.3330166665021
ET	Ethiopia	1994	974.115	3.74802249821064	3.74801777229151	587541828.0541	NA	124.550289840061	181.9	3.72e+08	122.76713612255	5254862	98.606843630442	55199953	27.8698093392134	13.5858	7.046	30.472	0.0539421473782777	23.6594404346685
ET	Ethiopia	1995	1033.512	4.11549596221239	4.1154959622124	815019180.17889	NA	133.377845652625	174.7	4.22e+08	126.26708729474	6751322	98.7310162615956	57023519	27.1950712230088	13.827	6.995	30.5	0.0377480912744091	24.095321090233
ET	Ethiopia	1996	1214.028	4.33826770059411	4.33827211714967	843310658.597	NA	144.229644512116	167.7	4.17e+08	137.77321802401	9394534	98.7938548014117	58815116	26.5641060622103	14.0094	6.935	30.5	0.0634078320954089	24.5345091217707
ET	Ethiopia	1997	1263.857	4.10084874980645	4.10084874980645	588431591.19299	6.9e+07	146.751396897885	161.4	5.87e+08	138.07997609012	9484807	98.7964082474296	60584273	25.9844416999571	14.1918	6.861	30.492	0.0705747843173756	23.9831218243718
ET	Ethiopia	1998	1140.897	4.11206844251737	4.11206844251738	598411624.01331	2.1e+08	129.413422024764	155.9	5.61e+08	129.67623168843	7210329	98.7587425710182	62353942	25.4438296149238	14.3742	6.769	30.508	0.0806277332073087	23.8637679074083
ET	Ethiopia	1999	1124.599	3.99361760810968	3.99361760810969	546583378.24149	1.55e+08	121.995073647007	150.9	467250000	132.75231383935	8392918	98.7070875891975	64158887	24.9248541456525	14.5566	6.659	30.676	0.0791024944058023	23.0677318326922
ET	Ethiopia	2000	1116.31	4.25576916738397	4.25577312896237	362554251.972375	1.4e+08	123.886906665458	145.5	4.86e+08	137.14427606316	8019830	98.649424369519	66024199	24.4179849176149	14.739	6.529	30.662	0.0883089850132071	22.8249645255068
ET	Ethiopia	2001	1197.979	5.13813235117567	5.13813235117567	489895096.425	NA	120.202577127814	139.7	4.55e+08	144.72055897815	9585753	98.5827766348285	67956866	23.9034063756266	14.9312	6.38	31.409	0.063403821476994	26.6492571920547
ET	Ethiopia	2002	1353.677	5.22015994416426	5.22015994416425	965896456.920204	2e+07	111.382621356071	133.1	480234000	143.21660901857	9000335	98.4736899566459	69948344	23.403470427991	15.1234	6.218	30.268	0.064062617408069	26.3051259655268
ET	Ethiopia	2003	1123.327	5.50786283651808	5.50786645337802	955608346.567993	1.76e+08	118.878366650095	125.7	496362000	136.67051851304	9532780	98.2645891933906	71989666	22.920409805096	15.3156	6.046	31.607	0.0687151819818139	28.6985634854869
ET	Ethiopia	2004	1162.568	5.61246169213781	5.61245464425939	1496784382.90341	2.4e+08	135.743120030287	117.9	678302000	151.49044235977	10140082	97.8874346971563	74066147	22.458882768653	15.5078	5.87	31.607	0.070799011591625	30.8508015139494
ET	Ethiopia	2005	1361.448	5.1387797013486	5.13878315741002	1042595244.04725	NA	161.573472701992	109.8	9.03e+08	165.43223884421	12749986	97.2979862989345	76167240	22.0189787730832	15.7	5.693	33.101	0.0663425115574622	33.610250286081
ET	Ethiopia	2006	1563.349	5.34448197374038	5.34448197374039	867438379.720486	NA	193.69235819434	101.9	1042963000	179.18318522521	12672350	96.5070636779918	78290649	21.5757578496907	15.9114	5.52	33.691	0.0692269903140029	37.5779232587534
ET	Ethiopia	2007	1439.027	5.81369671744635	5.81369999229428	1289865509.94079	NA	243.120062032366	94.4	1277145000	195.27767942647	12235743	95.5313295681162	80440708	21.1537412961666	16.1228	5.353	34.219	0.0735308172573518	39.681401113476
ET	Ethiopia	2008	1449.734	6.03830462902341	6.03830780542675	870502513.347333	NA	325.105026673136	87.3	1601835000	211.6397431979	13259750	94.351386813919	82621190	20.7589925348442	16.3342	5.193	35.077	0.0770937697702006	41.1395672224038
ET	Ethiopia	2009	1652.941	5.95569099863112	5.95568791014685	1780874201.12431	NA	379.416613074237	81.4	1618166000	225.33043855301	14496406	92.9486472345554	84838032	20.3972349414016	16.5456	5.043	34.513	0.078493947148609	42.3512888653523
ET	Ethiopia	2010	1682.464	5.47035779011388	5.47035478261497	NA	5.4e+07	341.077218457633	76.2	2329793000	242.46085460035	15534229	91.3286080993813	87095281	20.0734160901632	16.757	4.902	34.985	0.0745649698288476	51.4608822491772
ET	Ethiopia	2011	1832.803	5.72411775391697	5.72411481825367	NA	NA	354.712624992402	71.9	2875285702	254.6785729452	17761202	89.5077455247785	89393063	19.7334707837686	17.0184	4.769	35.683	NA	51.9615263658658
JP	Japan	1960	NA	41.8826608599674	93.7763804893598	1953371599.99294	9.66e+08	478.995340162869	39.7	4054720000	7079.0465688213	NA	55.970118261553	92500572	28.4976709093215	63.272	2.001	NA	2.51653751935718	1110.26340464143
JP	Japan	1961	4173.513	45.394394456696	93.6032405580801	1667124550	4.28e+08	563.586759838827	36.2	4235560000	7727.57173202273	20318664	54.0543113981763	94943000	28.4583765011408	64.1908	2.05	19.3891464412326	2.98197938763258	1246.01076435335
JP	Japan	1962	4339.556	49.9682040797207	94.4211336737914	2021337499.99175	2.55e+08	633.640315173776	32.9	4916110000	8337.94654130608	20635154	52.0607663573911	95832000	28.9064116285848	65.1096	2.01	19.4164166893919	3.05973635111445	1317.93137991485
